Condition,Symptom,RiskLevel,AgeGroup,Category,Suggestion
Healthy,Shortness of Breath,Moderate,60-74,Self-Monitoring,Keep track of physical stamina. Stop activity immediately and rest in a sitting position. Be more cautious and track symptoms closely. Consult doctor if severe/persistent.
Healthy,Shortness of Breath,Moderate,60-74,Medical Advice,Seek early advice for unusual symptoms. Stop activity immediately and rest in a sitting position. Be more cautious and track symptoms closely. Consult doctor if severe/persistent.
Healthy,Shortness of Breath,High,60-74,Lifestyle Tip,Monitor diet and rest properly. Stop activity immediately and rest in a sitting position. Seek urgent medical help if symptoms do not improve quickly. Consult doctor if severe/persistent.
Healthy,Shortness of Breath,High,60-74,Self-Monitoring,Monitor BP and sugar occasionally. Stop activity immediately and rest in a sitting position. Seek urgent medical help if symptoms do not improve quickly. Consult doctor if severe/persistent.
Healthy,Shortness of Breath,High,60-74,Medical Advice,Follow regular medical guidance. Stop activity immediately and rest in a sitting position. Seek urgent medical help if symptoms do not improve quickly. Consult doctor if severe/persistent.
Healthy,Shortness of Breath,Low,75+,Lifestyle Tip,"Eat easily digestible foods, rest adequately. Stop activity immediately and rest in a sitting position. This is manageable with simple care. Consult doctor if severe/persistent."
Healthy,Shortness of Breath,Low,75+,Self-Monitoring,Ensure regular preventive check-ups. Stop activity immediately and rest in a sitting position. This is manageable with simple care. Consult doctor if severe/persistent.
Healthy,Shortness of Breath,Low,75+,Medical Advice,Caregiver assists with check-ups. Stop activity immediately and rest in a sitting position. This is manageable with simple care. Consult doctor if severe/persistent.
Healthy,Shortness of Breath,Moderate,75+,Lifestyle Tip,"Eat easily digestible foods, rest adequately. Stop activity immediately and rest in a sitting position. Be more cautious and track symptoms closely. Consult doctor if severe/persistent."
Healthy,Shortness of Breath,Moderate,75+,Self-Monitoring,Ensure regular preventive check-ups. Stop activity immediately and rest in a sitting position. Be more cautious and track symptoms closely. Consult doctor if severe/persistent.
Healthy,Shortness of Breath,Moderate,75+,Medical Advice,Frequent consultations as needed. Stop activity immediately and rest in a sitting position. Be more cautious and track symptoms closely. Consult doctor if severe/persistent.
Healthy,Shortness of Breath,High,75+,Lifestyle Tip,"Light daily activity, hydration. Stop activity immediately and rest in a sitting position. Seek urgent medical help if symptoms do not improve quickly. Consult doctor if severe/persistent."
Healthy,Shortness of Breath,High,75+,Self-Monitoring,Ensure regular preventive check-ups. Stop activity immediately and rest in a sitting position. Seek urgent medical help if symptoms do not improve quickly. Consult doctor if severe/persistent.
Healthy,Shortness of Breath,High,75+,Medical Advice,Caregiver assists with check-ups. Stop activity immediately and rest in a sitting position. Seek urgent medical help if symptoms do not improve quickly. Consult doctor if severe/persistent.
Healthy,Chest Pain,Low,0-17,Lifestyle Tip,Stay active with play and sports. Stop all activity and seek urgent care if pain is severe. This is manageable with simple care. Consult doctor if severe/persistent.
Healthy,Chest Pain,Low,0-17,Self-Monitoring,Check for unusual fatigue or symptoms. Stop all activity and seek urgent care if pain is severe. This is manageable with simple care. Consult doctor if severe/persistent.
Healthy,Chest Pain,Low,0-17,Medical Advice,Yearly pediatric check-up. Stop all activity and seek urgent care if pain is severe. This is manageable with simple care. Consult doctor if severe/persistent.
Healthy,Chest Pain,Moderate,0-17,Lifestyle Tip,Eat fruits and vegetables regularly. Stop all activity and seek urgent care if pain is severe. Be more cautious and track symptoms closely. Consult doctor if severe/persistent.
Healthy,Chest Pain,Moderate,0-17,Self-Monitoring,Parents observe general health. Stop all activity and seek urgent care if pain is severe. Be more cautious and track symptoms closely. Consult doctor if severe/persistent.
Healthy,Chest Pain,Moderate,0-17,Medical Advice,Follow vaccinations and screenings. Stop all activity and seek urgent care if pain is severe. Be more cautious and track symptoms closely. Consult doctor if severe/persistent.
Healthy,Chest Pain,High,0-17,Lifestyle Tip,Stay active with play and sports. Stop all activity and seek urgent care if pain is severe. Seek urgent medical help if symptoms do not improve quickly. Consult doctor if severe/persistent.
Healthy,Chest Pain,High,0-17,Self-Monitoring,Parents observe general health. Stop all activity and seek urgent care if pain is severe. Seek urgent medical help if symptoms do not improve quickly. Consult doctor if severe/persistent.
Healthy,Chest Pain,High,0-17,Medical Advice,Yearly pediatric check-up. Stop all activity and seek urgent care if pain is severe. Seek urgent medical help if symptoms do not improve quickly. Consult doctor if severe/persistent.
Healthy,Chest Pain,Low,18-39,Lifestyle Tip,Maintain balanced diet and hydration. Stop all activity and seek urgent care if pain is severe. This is manageable with simple care. Consult doctor if severe/persistent.
Healthy,Chest Pain,Low,18-39,Self-Monitoring,Annual BP and sugar check. Stop all activity and seek urgent care if pain is severe. This is manageable with simple care. Consult doctor if severe/persistent.
Healthy,Chest Pain,Low,18-39,Medical Advice,Annual health check-ups. Stop all activity and seek urgent care if pain is severe. This is manageable with simple care. Consult doctor if severe/persistent.
Healthy,Chest Pain,Moderate,18-39,Lifestyle Tip,Exercise at least 30 min daily. Stop all activity and seek urgent care if pain is severe. Be more cautious and track symptoms closely. Consult doctor if severe/persistent.
Healthy,Chest Pain,Moderate,18-39,Self-Monitoring,Track weight and energy. Stop all activity and seek urgent care if pain is severe. Be more cautious and track symptoms closely. Consult doctor if severe/persistent.
Healthy,Chest Pain,Moderate,18-39,Medical Advice,Annual health check-ups. Stop all activity and seek urgent care if pain is severe. Be more cautious and track symptoms closely. Consult doctor if severe/persistent.
Healthy,Chest Pain,High,18-39,Lifestyle Tip,Maintain balanced diet and hydration. Stop all activity and seek urgent care if pain is severe. Seek urgent medical help if symptoms do not improve quickly. Consult doctor if severe/persistent.
Healthy,Chest Pain,High,18-39,Self-Monitoring,Track weight and energy. Stop all activity and seek urgent care if pain is severe. Seek urgent medical help if symptoms do not improve quickly. Consult doctor if severe/persistent.
Healthy,Chest Pain,High,18-39,Medical Advice,Annual health check-ups. Stop all activity and seek urgent care if pain is severe. Seek urgent medical help if symptoms do not improve quickly. Consult doctor if severe/persistent.
Healthy,Chest Pain,Low,40-59,Lifestyle Tip,Manage stress and sleep well. Stop all activity and seek urgent care if pain is severe. This is manageable with simple care. Consult doctor if severe/persistent.
Healthy,Chest Pain,Low,40-59,Self-Monitoring,Regular preventive check-ups. Stop all activity and seek urgent care if pain is severe. This is manageable with simple care. Consult doctor if severe/persistent.
Healthy,Chest Pain,Low,40-59,Medical Advice,Consult doctor for new symptoms. Stop all activity and seek urgent care if pain is severe. This is manageable with simple care. Consult doctor if severe/persistent.
Healthy,Chest Pain,Moderate,40-59,Lifestyle Tip,"Keep active, eat balanced meals. Stop all activity and seek urgent care if pain is severe. Be more cautious and track symptoms closely. Consult doctor if severe/persistent."
Healthy,Chest Pain,Moderate,40-59,Self-Monitoring,Notice early signs of stress or fatigue. Stop all activity and seek urgent care if pain is severe. Be more cautious and track symptoms closely. Consult doctor if severe/persistent.
Healthy,Chest Pain,Moderate,40-59,Medical Advice,Consult doctor for new symptoms. Stop all activity and seek urgent care if pain is severe. Be more cautious and track symptoms closely. Consult doctor if severe/persistent.
Healthy,Chest Pain,High,40-59,Lifestyle Tip,Manage stress and sleep well. Stop all activity and seek urgent care if pain is severe. Seek urgent medical help if symptoms do not improve quickly. Consult doctor if severe/persistent.
Healthy,Chest Pain,High,40-59,Self-Monitoring,Notice early signs of stress or fatigue. Stop all activity and seek urgent care if pain is severe. Seek urgent medical help if symptoms do not improve quickly. Consult doctor if severe/persistent.
Healthy,Chest Pain,High,40-59,Medical Advice,Consult doctor for new symptoms. Stop all activity and seek urgent care if pain is severe. Seek urgent medical help if symptoms do not improve quickly. Consult doctor if severe/persistent.
Healthy,Chest Pain,Low,60-74,Lifestyle Tip,Engage in light physical activity. Stop all activity and seek urgent care if pain is severe. This is manageable with simple care. Consult doctor if severe/persistent.
Healthy,Chest Pain,Low,60-74,Self-Monitoring,Keep track of physical stamina. Stop all activity and seek urgent care if pain is severe. This is manageable with simple care. Consult doctor if severe/persistent.
Healthy,Chest Pain,Low,60-74,Medical Advice,Seek early advice for unusual symptoms. Stop all activity and seek urgent care if pain is severe. This is manageable with simple care. Consult doctor if severe/persistent.
Healthy,Chest Pain,Moderate,60-74,Lifestyle Tip,Monitor diet and rest properly. Stop all activity and seek urgent care if pain is severe. Be more cautious and track symptoms closely. Consult doctor if severe/persistent.
Healthy,Chest Pain,Moderate,60-74,Self-Monitoring,Monitor BP and sugar occasionally. Stop all activity and seek urgent care if pain is severe. Be more cautious and track symptoms closely. Consult doctor if severe/persistent.
Healthy,Chest Pain,Moderate,60-74,Medical Advice,Seek early advice for unusual symptoms. Stop all activity and seek urgent care if pain is severe. Be more cautious and track symptoms closely. Consult doctor if severe/persistent.
Healthy,Chest Pain,High,60-74,Lifestyle Tip,Monitor diet and rest properly. Stop all activity and seek urgent care if pain is severe. Seek urgent medical help if symptoms do not improve quickly. Consult doctor if severe/persistent.
Healthy,Chest Pain,High,60-74,Self-Monitoring,Monitor BP and sugar occasionally. Stop all activity and seek urgent care if pain is severe. Seek urgent medical help if symptoms do not improve quickly. Consult doctor if severe/persistent.
Healthy,Chest Pain,High,60-74,Medical Advice,Follow regular medical guidance. Stop all activity and seek urgent care if pain is severe. Seek urgent medical help if symptoms do not improve quickly. Consult doctor if severe/persistent.
